控件icon名,包含簇号,是否命中,簇内排序,簇内控件总数,"top-1,3,5命中",top-20%命中,Threshold0.49命中,原始簇号
view_0702af1b9b25fd7f1de5a51d009bf36c.png,3,True,0,2,True,True,True,2502
view_bed672cef70c91b21e0092a3bbffb37b.png,7,True,0,2,True,True,True,1067
view_cb998351b18907c11d8dbd43fff35ea5.png,34,True,1,2,True,False,False,565
view_453a65384090d62e4aa9582ec6ec5b69.png,37,True,0,2,True,True,True,309
