控件icon名,包含簇号,是否命中,簇内排序,簇内控件总数,"top-1,3,5命中",top-20%命中,Threshold0.49命中
view_b856a7325a2f336fdf1c94e6fb3311b6.png,14,True,0,3,True,False,False
view_4d03888ec5acebf863fb8debe4535ffb.png,17,True,0,6,True,True,True
