控件icon名,包含簇号,是否命中,簇内排序,簇内控件总数,"top-1,3,5命中",top-20%命中,Threshold0.49命中,原始簇号
view_a5af5ebb87c06b9e8f612da9c70128a0.png,47,True,0,12,True,True,True,246
view_c545dfece6f46c4594b005bd68055924.png,51,True,1,12,True,True,True,265
view_b189627e1375d433fe899275dffd499e.png,51,True,2,12,True,False,True,265
view_69d0f1bb75ac90746cb81b7943ad209e.png,51,False,5,12,False,False,False,265
view_a32f613e211adbcddeaabd1d5cd7e261.png,52,False,8,29,False,False,False,35
view_915f1eb9fbe5d08c2e56ed03767e38bd.png,52,False,9,29,False,False,False,35
view_9099969ab4a16a477182d4d0a355d0bc.png,60,False,8,14,False,False,False,41
view_a3bd5f6a4b49068832ef89711954db0e.png,68,False,3,5,False,False,False,373
view_8133e2b06f41040bd19fd48348238298.png,70,True,2,8,True,False,True,196
view_453a65384090d62e4aa9582ec6ec5b69.png,78,True,0,6,True,True,True,97
view_95f67622e5147705d104f32148611b5b.png,84,False,4,5,False,False,False,284
view_ca8c093974517c20c9f70b9dd0064138.png,85,False,2,5,False,False,False,32
view_48f72e7fb6e500559fd750d5456ef584.png,85,False,3,5,False,False,False,32
view_e483dd3105d6f69d4ca07dd704591063.png,97,True,2,6,True,False,False,64
view_7cbf91c5b6613436461d57f32909d0e9.png,102,True,4,27,True,True,True,244
view_aea4d42e51d6ff8a03869bcd017a8c5f.png,102,False,12,27,False,False,False,244
view_388d4340422c2e5da6110b736456d4b7.png,102,False,18,27,False,False,False,244
view_a4264a050fbc1523de3338d64580ba79.png,108,False,6,11,False,False,False,29
view_4d03888ec5acebf863fb8debe4535ffb.png,137,False,13,14,False,False,False,68
view_ba27a1df2a40cc2f63697dfc71f86c79.png,167,True,3,10,False,False,True,122
view_44a2a3cd455836de372ed9701f3e7581.png,173,False,4,6,False,False,False,310
view_7721915c5adce47fc5fb59f6d39733c0.png,188,False,3,4,False,False,False,43
view_a25f6186706916f9d65f5bb47b4986f9.png,231,True,0,6,True,True,True,285
view_c3a4ab57d42393c3a6e8c4e4a811fb12.png,243,False,3,4,False,False,False,59
view_8f31eb7e5a23c5234243c915c5f14acf.png,257,False,2,5,False,False,False,19
view_2fecd352e53d0f934542a5bfa095083a.png,278,False,1,3,False,False,False,344
view_6036d6a923e2fc4b26cb85b4324b61fd.png,282,False,2,5,False,False,False,146
view_b520db2a0e8f47d47e36a9bc8597aaf4.png,292,False,1,3,False,False,False,27
view_b888f5f094161ecc9f125735c6d13b0d.png,322,True,0,3,True,True,False,547
view_a191fdabea2ce5f6881da31a011655f8.png,330,True,0,5,True,True,True,341
