控件icon名,包含簇号,命中百分比,簇内排序,簇内控件总数,原始簇号
view_ba27a1df2a40cc2f63697dfc71f86c79.png,3,0.48148148148148145,5,8,474
view_0702af1b9b25fd7f1de5a51d009bf36c.png,6,0.037037037037037035,0,24,146
view_03873cb330123484b28437172d028393.png,6,0.25925925925925924,1,24,146
view_83a89454cfb3eaad6b69218a01725efe.png,6,0.5555555555555556,16,24,146
view_036db19dd3ca2bfe15721c3150990f86.png,9,0.8148148148148148,1,3,92
view_7cbf91c5b6613436461d57f32909d0e9.png,14,0.48148148148148145,4,13,4636
view_388d4340422c2e5da6110b736456d4b7.png,17,0.6666666666666666,1,4,328
view_bed672cef70c91b21e0092a3bbffb37b.png,19,0.37037037037037035,1,10,629
view_abbd77f276adb08b7f823e93930b5507.png,21,0.8518518518518519,1,3,2322
view_52aab8a65f4106aa0022d30a17056599.png,40,0.5185185185185185,6,12,141
view_4d03888ec5acebf863fb8debe4535ffb.png,41,0.5925925925925926,5,7,603
view_e483dd3105d6f69d4ca07dd704591063.png,45,0.5185185185185185,2,5,284
view_c545dfece6f46c4594b005bd68055924.png,52,0.25925925925925924,0,7,472
view_b189627e1375d433fe899275dffd499e.png,52,0.48148148148148145,1,7,472
view_69d0f1bb75ac90746cb81b7943ad209e.png,52,0.48148148148148145,2,7,472
view_a4264a050fbc1523de3338d64580ba79.png,59,0.5555555555555556,3,6,130
view_a5af5ebb87c06b9e8f612da9c70128a0.png,62,0.4074074074074074,0,5,880
view_9099969ab4a16a477182d4d0a355d0bc.png,71,0.5555555555555556,6,9,34
view_8f31eb7e5a23c5234243c915c5f14acf.png,72,0.48148148148148145,0,5,323
view_56c274f21b5a47c36d6491eeec801b77.png,89,0.48148148148148145,0,5,78
view_a36526dc46a4ea7c7321eeb0068dc7e4.png,90,0.4444444444444444,0,9,432
view_cb998351b18907c11d8dbd43fff35ea5.png,93,0.5185185185185185,1,6,1299
view_6699c5c7b85728194b0e746ce23b8fe9.png,99,0.8148148148148148,1,3,803
view_453a65384090d62e4aa9582ec6ec5b69.png,102,0.7777777777777778,0,3,1211
view_6036d6a923e2fc4b26cb85b4324b61fd.png,111,0.6296296296296297,1,4,1173
