控件icon名,包含簇号,命中百分比,簇内排序,簇内控件总数,原始簇号
view_10c848e6af2d7371e7c8063e46ff610c.png,6,0.5517241379310345,5,17,110
view_0702af1b9b25fd7f1de5a51d009bf36c.png,25,0.13793103448275862,0,26,5
view_03873cb330123484b28437172d028393.png,25,0.5517241379310345,8,26,5
view_83a89454cfb3eaad6b69218a01725efe.png,25,0.6206896551724138,17,26,5
view_040d498befe8a982688743bb8a15e2e4.png,28,0.5517241379310345,14,38,360
view_40d146529e883647970c8e6ad7828aee.png,28,0.5862068965517241,16,38,360
view_1b7713bc6b808e56e533c6512cba249f.png,35,0.3103448275862069,1,32,611
view_a36526dc46a4ea7c7321eeb0068dc7e4.png,35,0.5172413793103449,10,32,611
view_bed672cef70c91b21e0092a3bbffb37b.png,39,0.3103448275862069,0,14,134
view_a5af5ebb87c06b9e8f612da9c70128a0.png,51,0.3448275862068966,0,10,606
view_a3bd5f6a4b49068832ef89711954db0e.png,78,0.6206896551724138,5,6,303
view_453a65384090d62e4aa9582ec6ec5b69.png,87,0.5172413793103449,1,6,160
view_95f67622e5147705d104f32148611b5b.png,92,0.4827586206896552,0,6,227
view_ca8c093974517c20c9f70b9dd0064138.png,106,0.4827586206896552,1,5,66
view_48f72e7fb6e500559fd750d5456ef584.png,106,0.6551724137931034,3,5,66
view_e483dd3105d6f69d4ca07dd704591063.png,107,0.4827586206896552,0,6,53
view_69d0f1bb75ac90746cb81b7943ad209e.png,110,0.41379310344827586,1,8,233
view_b189627e1375d433fe899275dffd499e.png,110,0.5862068965517241,7,8,233
view_cb998351b18907c11d8dbd43fff35ea5.png,111,0.5517241379310345,7,15,39
view_a32f613e211adbcddeaabd1d5cd7e261.png,111,0.6206896551724138,10,15,39
view_7cbf91c5b6613436461d57f32909d0e9.png,113,0.4482758620689655,5,28,605
view_aea4d42e51d6ff8a03869bcd017a8c5f.png,113,0.7241379310344828,18,28,605
view_388d4340422c2e5da6110b736456d4b7.png,113,0.7586206896551724,24,28,605
view_c545dfece6f46c4594b005bd68055924.png,114,0.4827586206896552,0,4,234
view_52aab8a65f4106aa0022d30a17056599.png,118,0.5172413793103449,0,5,52
view_7d4f42222b3a2e60272f7dbe81828f8f.png,126,0.41379310344827586,0,4,92
view_4d03888ec5acebf863fb8debe4535ffb.png,154,0.6206896551724138,10,12,173
view_56c274f21b5a47c36d6491eeec801b77.png,180,0.5862068965517241,0,4,192
view_b9fe4790c02f0f8edbd28a4f22c54d46.png,185,0.7241379310344828,4,5,75
view_915f1eb9fbe5d08c2e56ed03767e38bd.png,193,0.8620689655172413,1,3,65
view_9099969ab4a16a477182d4d0a355d0bc.png,220,0.7586206896551724,0,3,43
view_8fea87349e5bc20d45bce60c7e81d7b8.png,225,0.896551724137931,2,3,287
view_7721915c5adce47fc5fb59f6d39733c0.png,245,0.5517241379310345,6,8,41
view_036db19dd3ca2bfe15721c3150990f86.png,259,0.5172413793103449,0,5,56
view_c3a4ab57d42393c3a6e8c4e4a811fb12.png,271,0.6896551724137931,1,4,29
view_8f31eb7e5a23c5234243c915c5f14acf.png,280,0.5517241379310345,6,7,6
view_a4264a050fbc1523de3338d64580ba79.png,297,0.5862068965517241,4,9,96
view_2fecd352e53d0f934542a5bfa095083a.png,314,0.896551724137931,2,3,628
view_6036d6a923e2fc4b26cb85b4324b61fd.png,319,0.5862068965517241,0,4,194
view_b520db2a0e8f47d47e36a9bc8597aaf4.png,331,0.896551724137931,2,3,11
view_ba27a1df2a40cc2f63697dfc71f86c79.png,344,0.5517241379310345,4,7,101
view_b888f5f094161ecc9f125735c6d13b0d.png,366,0.7931034482758621,0,3,488
view_a191fdabea2ce5f6881da31a011655f8.png,375,0.4827586206896552,0,5,206
view_a108284ff64b9f8ad7fd44ff16fa3a23.png,380,0.9655172413793104,2,3,189
